factura_id,sucursal_id,ciudad_id,cliente_id,genero_id,linea_de_producto_id,metodo_de_pago_id,precio_unitario,cantidad,tax,total,fechas,costos_directos,ingreso_bruto,calificacion
258-92-7466,1,3,2,2,4,2,35.68,5,8.92,187.32,2019-6-2 18:33:00,178.4,8.92,6.6
857-16-3520,1,3,1,2,2,3,71.46,7,25.011,525.231,2019-3-28 16:06:00,500.22,25.011,4.5
482-17-1179,1,3,1,1,1,2,11.94,3,1.791,37.611,2019-1-19 12:47:00,35.82,1.791,8.1
788-21-5741,1,3,2,1,2,2,45.38,3,6.807,142.947,2019-2-17 13:34:00,136.14,6.807,7.2
821-14-9046,2,1,1,2,2,2,17.48,6,5.244,110.124,2019-1-18 15:04:00,104.88,5.244,6.1
418-05-0656,2,1,2,2,2,1,25.56,7,8.946,187.866,2019-2-2 20:42:00,178.92,8.946,7.1
678-79-0726,3,2,1,2,6,1,90.63,9,407.835,8564.535,2019-1-18 15:28:00,815.67,407.835,5.1
776-68-1096,2,1,2,1,5,2,44.12,3,6.618,138.978,2019-3-18 13:45:00,132.36,6.618,7.9
592-46-1692,3,2,1,2,3,1,36.77,7,128.695,2702.595,2019-11-1 20:10:00,257.39,128.695,7.4
434-35-9162,2,1,1,1,3,3,23.34,4,4.668,98.028,2019-4-2 18:53:00,93.36,4.668,7.4
149-14-0304,3,2,1,2,4,1,28.5,8,11.4,239.4,2019-6-2 14:24:00,228.0,11.4,6.6
442-44-6497,3,2,1,1,5,2,55.57,3,83.355,1750.455,2019-8-1 11:42:00,166.71,83.355,5.9
174-64-0215,2,1,2,1,6,2,69.74,10,34.87,732.27,2019-5-3 17:49:00,697.4,34.87,8.9
210-74-9613,3,2,2,1,2,3,97.26,4,19.452,408.492,2019-3-16 15:33:00,389.04,19.452,6.8
299-29-0180,2,1,1,2,5,1,52.18,7,18.263,383.523,2019-9-3 10:54:00,365.26,18.263,9.3
247-11-2470,1,3,1,2,2,2,22.32,4,4.464,93.744,2019-1-3 16:23:00,89.28,4.464,4.4
635-28-5728,1,3,2,1,4,3,56.0,3,8.4,176.4,2019-2-28 19:33:00,168.0,8.4,4.8
756-49-0168,1,3,1,1,2,3,19.7,1,0.985,20.685,2019-8-2 11:39:00,19.7,0.985,9.5
438-23-1242,2,1,2,1,1,3,75.88,7,26.558,557.718,2019-1-24 10:38:00,531.16,26.558,8.9
238-45-6950,2,1,1,1,3,3,53.72,1,2.686,56.406,2019-1-3 20:03:00,53.72,2.686,6.4
607-65-2441,3,2,1,1,4,2,81.95,10,40.975,860.475,2019-10-3 12:39:00,819.5,40.975,6.0
386-27-7606,3,2,1,2,5,2,81.2,7,28.42,596.82,2019-3-23 15:59:00,568.4,28.42,8.1
137-63-5492,3,2,2,1,1,3,58.76,10,29.38,616.98,2019-1-29 14:26:00,587.6,29.38,9.0
197-77-7132,2,1,1,1,1,3,91.56,8,36.624,769.104,2019-12-1 18:22:00,732.48,36.624,6.0
805-86-0265,1,3,2,1,5,1,93.96,9,42.282,887.922,2019-3-20 11:32:00,845.64,42.282,9.8
733-29-1227,3,2,2,1,5,1,55.61,7,194.635,4087.335,2019-3-23 12:41:00,389.27,194.635,8.5
451-73-2711,3,2,2,1,3,3,84.83,1,42.415,890.715,2019-1-14 15:20:00,84.83,42.415,8.8
373-14-0504,1,3,1,2,6,3,71.63,2,7.163,150.423,2019-12-2 14:33:00,143.26,7.163,8.8
546-80-2899,1,3,1,1,5,3,37.69,2,3.769,79.149,2019-2-20 15:29:00,75.38,3.769,9.5
345-68-9016,3,2,1,2,6,2,31.67,8,12.668,266.028,2019-2-1 16:19:00,253.36,12.668,5.6
390-17-5806,3,2,1,2,3,1,38.42,1,1.921,40.341,2019-2-2 16:33:00,38.42,1.921,8.6
457-13-1708,2,1,1,1,2,2,65.23,10,32.615,684.915,2019-8-1 19:07:00,652.3,32.615,5.2
664-14-2882,3,2,1,2,5,2,10.53,5,26.325,552.825,2019-1-30 14:43:00,52.65,26.325,5.8
487-79-6868,2,1,1,2,5,2,12.29,9,55.305,1161.405,2019-3-26 19:28:00,110.61,55.305,8.0
314-23-4520,3,2,1,1,4,1,81.23,7,284.305,5970.405,2019-1-15 20:44:00,568.61,284.305,9.0
210-30-7976,2,1,1,2,2,3,22.32,4,4.464,93.744,2019-3-14 11:16:00,89.28,4.464,4.1
585-86-8361,1,3,2,2,3,2,27.28,5,6.82,143.22,2019-3-2 10:31:00,136.4,6.82,8.6
807-14-7833,1,3,1,2,1,3,17.42,10,8.71,182.91,2019-2-22 12:30:00,174.2,8.71,7.0
775-72-1988,2,1,2,1,5,3,73.28,5,18.32,384.72,2019-1-24 15:05:00,366.4,18.32,8.4
288-38-3758,3,2,1,2,2,3,84.87,3,127.305,2673.405,2019-1-25 18:30:00,254.61,127.305,7.4
652-43-6591,1,3,2,2,2,2,97.29,8,38.916,817.236,2019-9-3 13:18:00,778.32,38.916,6.2
785-96-0615,2,1,1,2,1,3,35.74,8,14.296,300.216,2019-2-17 15:28:00,285.92,14.296,4.9
406-46-7107,1,3,2,2,5,1,96.52,6,28.956,608.076,2019-11-1 11:52:00,579.12,28.956,4.5
250-17-5703,1,3,1,1,3,3,18.85,10,9.425,197.925,2019-2-27 18:24:00,188.5,9.425,5.6
156-95-3964,1,3,2,2,3,3,55.39,4,11.078,232.638,2019-3-25 15:19:00,221.56,11.078,8.0
842-40-8179,2,1,1,2,3,2,77.2,10,38.6,810.6,2019-11-2 10:38:00,772.0,38.6,5.6
525-09-8450,2,1,2,1,1,2,72.13,10,36.065,757.365,2019-1-31 15:12:00,721.3,36.065,4.2
410-67-1709,1,3,1,2,2,3,63.88,8,25.552,536.592,2019-1-20 17:48:00,511.04,25.552,9.9
587-73-4862,1,3,1,2,4,3,10.69,5,26.725,561.225,2019-3-26 11:07:00,53.45,26.725,7.6
787-87-2010,1,3,1,1,4,2,55.5,4,11.1,233.1,2019-1-20 15:48:00,222.0,11.1,6.6
593-14-4239,2,1,2,2,5,3,95.46,8,38.184,801.864,2019-5-3 19:40:00,763.68,38.184,4.7
801-88-0346,3,2,2,2,2,2,76.06,3,11.409,239.589,2019-5-1 20:30:00,228.18,11.409,9.8
388-76-2555,2,1,2,1,6,1,13.69,6,4.107,86.247,2019-2-13 13:59:00,82.14,4.107,6.3
711-31-1234,2,1,2,2,1,1,95.64,4,19.128,401.688,2019-3-16 18:51:00,382.56,19.128,7.9
886-54-6089,1,3,2,2,5,1,11.43,6,3.429,72.009,2019-1-15 17:24:00,68.58,3.429,7.7
707-32-7409,2,1,1,2,6,3,95.54,4,19.108,401.268,2019-2-26 11:58:00,382.16,19.108,4.5
759-98-4285,3,2,1,2,4,2,85.87,7,300.545,6311.445,2019-2-27 19:01:00,601.09,300.545,8.0
201-63-8275,3,2,1,2,6,3,67.99,7,237.965,4997.265,2019-2-17 16:50:00,475.93,237.965,5.7
471-06-8611,3,2,2,2,3,2,52.42,1,2.621,55.041,2019-6-2 10:22:00,52.42,2.621,6.3
200-16-5952,3,2,1,1,3,1,65.65,2,6.565,137.865,2019-1-17 16:46:00,131.3,6.565,6.0
120-54-2248,2,1,2,2,3,2,28.86,5,7.215,151.515,2019-1-22 18:08:00,144.3,7.215,8.0
102-77-2261,3,2,1,1,4,2,65.31,7,228.585,4800.285,2019-5-3 18:02:00,457.17,228.585,4.2
875-31-8302,2,1,2,1,6,1,93.38,1,4.669,98.049,2019-3-1 13:07:00,93.38,4.669,9.6
102-06-2002,3,2,1,1,6,1,25.25,5,63.125,1325.625,2019-3-20 17:52:00,126.25,63.125,6.1
457-94-0464,2,1,1,1,1,3,87.87,9,395.415,8303.715,2019-1-31 20:32:00,790.83,395.415,5.6
629-42-4133,3,2,2,1,4,1,21.8,8,8.72,183.12,2019-2-19 19:24:00,174.4,8.72,8.3
534-53-3526,1,3,2,2,6,3,94.76,4,18.952,397.992,2019-11-2 16:06:00,379.04,18.952,7.8
307-04-2070,1,3,1,2,2,2,30.62,1,1.531,32.151,2019-5-2 14:14:00,30.62,1.531,4.1
468-99-7231,3,2,2,2,5,1,44.01,8,17.604,369.684,2019-3-3 17:36:00,352.08,17.604,8.8
516-77-6464,3,2,1,2,4,3,10.16,5,2.54,53.34,2019-2-24 13:08:00,50.8,2.54,4.1
404-91-5964,1,3,2,1,1,2,74.58,7,26.103,548.163,2019-4-2 16:09:00,522.06,26.103,9.0
886-77-9084,3,2,2,1,1,3,71.89,8,28.756,603.876,2019-2-19 11:33:00,575.12,28.756,5.5
790-38-4466,3,2,2,2,4,2,10.99,5,27.475,576.975,2019-1-23 10:18:00,54.95,27.475,9.3
704-10-4056,3,2,1,1,4,2,60.47,3,90.705,1904.805,2019-1-14 10:55:00,181.41,90.705,5.6
497-37-6538,1,3,2,1,6,3,58.91,7,206.185,4329.885,2019-1-17 15:15:00,412.37,206.185,9.7
651-96-5970,1,3,2,1,2,2,46.41,1,23.205,487.305,2019-3-3 20:06:00,46.41,23.205,4.0
400-80-4065,3,2,1,1,4,2,68.55,4,13.71,287.91,2019-2-15 20:21:00,274.2,13.71,9.2
744-16-7898,2,1,2,2,5,2,97.37,10,48.685,1022.385,2019-1-15 13:48:00,973.7,48.685,4.9
263-12-5321,1,3,1,1,1,2,92.6,7,32.41,680.61,2019-2-27 12:52:00,648.2,32.41,9.3
702-72-0487,1,3,2,2,1,2,46.61,2,4.661,97.881,2019-2-26 12:28:00,93.22,4.661,6.6
605-83-1050,2,1,2,1,2,3,27.18,2,2.718,57.078,2019-3-15 16:26:00,54.36,2.718,4.3
443-60-9639,3,2,1,2,5,1,60.87,1,30.435,639.135,2019-1-24 13:24:00,60.87,30.435,5.5
864-24-7918,1,3,1,2,6,1,24.49,10,12.245,257.145,2019-2-22 15:15:00,244.9,12.245,8.1
359-94-5395,2,1,2,1,4,2,92.78,1,4.639,97.419,2019-3-15 10:50:00,92.78,4.639,9.8
401-09-4232,3,2,1,1,5,3,86.69,5,216.725,4551.225,2019-11-2 18:38:00,433.45,216.725,9.4
751-15-6198,2,1,2,1,6,3,23.01,6,6.903,144.963,2019-12-1 16:45:00,138.06,6.903,7.9
324-41-6833,3,2,1,2,1,3,30.2,8,12.08,253.68,2019-3-3 19:30:00,241.6,12.08,5.1
474-33-8305,3,2,1,1,2,3,67.39,7,235.865,4953.165,2019-3-23 13:23:00,471.73,235.865,6.9
759-29-9521,1,3,1,2,2,1,48.96,9,22.032,462.672,2019-4-3 11:27:00,440.64,22.032,8.0
831-81-6575,2,1,1,2,1,1,75.59,9,340.155,7143.255,2019-2-23 11:12:00,680.31,340.155,8.0
220-68-6701,1,3,2,2,5,1,77.47,4,15.494,325.374,2019-3-17 16:36:00,309.88,15.494,4.2
618-34-8551,1,3,2,2,6,2,93.18,2,9.318,195.678,2019-1-16 18:41:00,186.36,9.318,8.5
257-60-7754,1,3,2,2,1,1,50.23,4,10.046,210.966,2019-8-1 17:12:00,200.92,10.046,9.0
559-61-5987,2,1,2,2,4,1,17.75,1,0.8875,186.375,2019-1-14 10:38:00,17.75,0.8875,8.6
189-55-2313,3,2,2,2,2,3,62.18,10,31.09,652.89,2019-1-31 10:33:00,621.8,31.09,6.0
565-91-4567,2,1,2,1,4,3,10.75,8,4.3,90.3,2019-3-15 14:38:00,86.0,4.3,6.2
380-60-5336,1,3,2,2,1,2,40.26,10,20.13,422.73,2019-2-24 18:06:00,402.6,20.13,5.0
815-04-6282,3,2,1,2,6,2,64.97,5,162.425,3410.925,2019-8-2 12:52:00,324.85,162.425,6.5
674-56-6360,1,3,2,1,1,1,95.15,1,47.575,999.075,2019-3-22 14:00:00,95.15,47.575,6.0
778-34-2523,1,3,1,2,1,1,48.62,8,19.448,408.408,2019-1-24 10:57:00,388.96,19.448,5.0
499-27-7781,2,1,2,2,3,3,53.21,8,21.284,446.964,2019-3-14 16:45:00,425.68,21.284,5.0
477-59-2456,3,2,2,2,2,1,45.44,7,15.904,333.984,2019-1-23 11:15:00,318.08,15.904,9.2
832-51-6761,1,3,2,1,3,3,33.88,8,13.552,284.592,2019-1-19 20:29:00,271.04,13.552,9.6
869-11-3082,2,1,1,1,4,2,96.16,4,19.232,403.872,2019-1-27 20:03:00,384.64,19.232,8.4
190-59-3964,2,1,1,1,3,2,47.16,5,11.79,247.59,2019-3-2 14:35:00,235.8,11.79,6.0
366-43-6862,2,1,2,1,1,3,52.89,4,10.578,222.138,2019-3-25 16:32:00,211.56,10.578,6.7
186-43-8965,1,3,1,2,5,2,47.68,2,4.768,100.128,2019-2-24 10:10:00,95.36,4.768,4.1
784-21-9238,3,2,1,1,6,1,10.17,1,0.5085,106.785,2019-7-2 14:15:00,10.17,0.5085,5.9
276-75-6884,1,3,2,2,4,1,68.71,3,103.065,2164.365,2019-4-3 10:05:00,206.13,103.065,8.7
109-86-4363,2,1,1,2,6,2,60.08,7,21.028,441.588,2019-2-14 11:36:00,420.56,21.028,4.5
569-76-2760,1,3,1,2,6,2,22.01,4,4.402,92.442,2019-1-29 18:15:00,88.04,4.402,6.6
222-42-0244,2,1,1,2,4,2,72.11,9,324.495,6814.395,2019-1-28 13:53:00,648.99,324.495,7.7
760-53-9233,1,3,1,1,2,2,41.28,3,6.192,130.032,2019-3-26 18:37:00,123.84,6.192,8.5
538-22-0304,3,2,2,1,1,1,64.95,10,32.475,681.975,2019-3-24 18:27:00,649.5,32.475,5.2
416-17-9926,1,3,1,2,1,2,74.22,10,37.11,779.31,2019-1-1 14:42:00,742.2,37.11,4.3
237-44-6163,1,3,2,1,1,1,10.56,8,4.224,88.704,2019-1-24 17:43:00,84.48,4.224,7.6
636-17-0325,2,1,2,1,4,1,62.57,4,12.514,262.794,2019-2-25 18:37:00,250.28,12.514,9.5
343-75-9322,2,1,1,2,6,1,11.85,8,4.74,99.54,2019-9-1 16:34:00,94.8,4.74,4.1
528-14-9470,1,3,1,1,4,3,91.3,1,4.565,95.865,2019-2-14 14:42:00,91.3,4.565,9.2
427-45-9297,2,1,1,2,5,3,40.73,7,142.555,2993.655,2019-12-3 11:01:00,285.11,142.555,5.4
807-34-3742,1,3,2,1,2,1,52.38,1,2.619,54.999,2019-3-26 19:44:00,52.38,2.619,5.8
288-62-1085,1,3,1,1,2,3,38.54,5,9.635,202.335,2019-9-1 13:34:00,192.7,9.635,5.6
670-71-7306,2,1,2,1,6,2,44.63,6,13.389,281.169,2019-2-1 20:08:00,267.78,13.389,5.1
660-29-7083,3,2,2,1,1,1,55.87,10,27.935,586.635,2019-1-15 15:01:00,558.7,27.935,5.8
271-77-8740,3,2,1,2,6,3,29.22,6,8.766,184.086,2019-1-1 11:40:00,175.32,8.766,5.0
497-36-0989,1,3,2,1,2,1,51.94,3,7.791,163.611,2019-2-15 15:21:00,155.82,7.791,7.9
291-59-1384,2,1,2,1,1,1,60.3,1,3.015,63.315,2019-2-28 17:38:00,60.3,3.015,6.0
860-73-6466,1,3,1,2,6,2,39.47,2,3.947,82.887,2019-2-3 16:16:00,78.94,3.947,5.0
549-23-9016,3,2,1,2,3,2,14.87,2,1.487,31.227,2019-2-13 18:15:00,29.74,1.487,8.9
896-34-0956,1,3,2,1,2,1,21.32,1,1.066,22.386,2019-1-26 12:43:00,21.32,1.066,5.9
804-38-3935,1,3,1,1,1,2,93.78,3,14.067,295.407,2019-1-30 11:32:00,281.34,14.067,5.9
585-90-0249,1,3,1,1,1,3,73.26,1,3.663,76.923,2019-1-27 18:08:00,73.26,3.663,9.7
862-29-5914,3,2,2,2,6,2,22.38,1,1.119,23.499,2019-1-30 17:08:00,22.38,1.119,8.6
845-94-6841,3,2,1,2,3,1,72.88,9,32.796,688.716,2019-8-1 19:38:00,655.92,32.796,4.0
125-45-2293,1,3,2,2,2,1,99.1,6,29.73,624.33,2019-1-19 13:11:00,594.6,29.73,4.2
843-73-4724,1,3,2,1,2,1,74.1,1,3.705,77.805,2019-1-25 11:05:00,74.1,3.705,9.2
409-33-9708,1,3,2,2,2,3,98.48,2,9.848,206.808,2019-2-19 10:12:00,196.96,9.848,9.2
658-66-3967,3,2,2,1,4,3,53.19,7,186.165,3909.465,2019-1-14 15:42:00,372.33,186.165,5.0
866-70-2814,2,1,2,2,1,3,52.79,10,26.395,554.295,2019-2-25 11:58:00,527.9,26.395,10.0
160-22-2687,1,3,1,2,4,3,95.95,5,239.875,5037.375,2019-1-23 14:21:00,479.75,239.875,8.8
895-03-6665,2,1,2,2,2,1,36.51,9,164.295,3450.195,2019-2-16 10:52:00,328.59,164.295,4.2
770-42-8960,2,1,2,1,3,1,21.12,8,8.448,177.408,2019-1-1 19:31:00,168.96,8.448,6.3
748-45-2862,1,3,1,2,5,1,28.31,4,5.662,118.902,2019-7-3 18:35:00,113.24,5.662,8.2
234-36-2483,2,1,2,1,4,1,57.59,6,17.277,362.817,2019-2-15 13:51:00,345.54,17.277,5.1
316-66-3011,1,3,1,2,3,1,47.63,9,214.335,4501.035,2019-1-23 12:35:00,428.67,214.335,5.0
848-95-6252,3,2,1,2,5,3,86.27,1,43.135,905.835,2019-2-20 13:24:00,86.27,43.135,7.0
840-76-5966,1,3,1,1,6,3,12.76,2,1.276,26.796,2019-8-1 18:06:00,25.52,1.276,7.8
152-03-4217,2,1,2,2,5,2,11.28,9,5.076,106.596,2019-3-17 11:55:00,101.52,5.076,4.3
533-66-5566,2,1,2,2,5,1,51.07,7,178.745,3753.645,2019-12-1 11:42:00,357.49,178.745,7.0
124-31-1458,1,3,1,2,1,1,79.59,3,119.385,2507.085,2019-8-1 14:30:00,238.77,119.385,6.6
176-78-1170,3,2,1,1,4,3,33.81,3,50.715,1065.015,2019-1-26 15:11:00,101.43,50.715,7.3
361-59-0574,2,1,1,1,6,2,90.53,8,36.212,760.452,2019-3-15 14:48:00,724.24,36.212,6.5
101-81-4070,3,2,1,2,4,3,62.82,2,6.282,131.922,2019-1-17 12:36:00,125.64,6.282,4.9
631-34-1880,3,2,1,1,3,2,24.31,3,36.465,765.765,2019-8-1 19:09:00,72.93,36.465,4.3
852-82-2749,1,3,2,1,6,3,64.59,4,12.918,271.278,2019-6-1 13:35:00,258.36,12.918,9.3
873-14-6353,1,3,1,1,3,2,24.82,7,8.687,182.427,2019-2-16 10:33:00,173.74,8.687,7.1
584-66-4073,3,2,2,1,2,3,56.5,1,2.825,59.325,2019-3-13 15:45:00,56.5,2.825,9.6
544-55-9589,2,1,1,2,1,1,21.43,10,10.715,225.015,2019-1-28 11:51:00,214.3,10.715,6.2
166-19-2553,1,3,1,1,6,1,89.06,6,26.718,561.078,2019-1-18 17:26:00,534.36,26.718,9.9
737-88-5876,1,3,1,1,5,2,23.29,4,4.658,97.818,2019-3-19 11:52:00,93.16,4.658,5.9
154-87-7367,3,2,2,1,5,3,65.26,8,26.104,548.184,2019-3-15 14:04:00,522.08,26.104,6.3
885-56-0389,3,2,1,1,2,1,52.35,1,26.175,549.675,2019-12-2 17:49:00,52.35,26.175,4.0
608-05-3804,2,1,1,1,1,1,39.75,1,19.875,417.375,2019-2-25 20:19:00,39.75,19.875,6.1
448-61-3783,1,3,2,2,1,2,90.02,8,36.008,756.168,2019-3-21 16:08:00,720.16,36.008,4.5
761-49-0439,2,1,1,2,1,3,12.1,8,4.84,101.64,2019-1-19 10:17:00,96.8,4.84,8.6
490-95-0021,2,1,1,2,3,3,33.21,10,16.605,348.705,2019-8-1 14:25:00,332.1,16.605,6.0
115-38-7388,3,2,1,2,2,2,10.18,8,4.072,85.512,2019-3-30 12:51:00,81.44,4.072,9.5
311-13-6971,2,1,1,1,6,2,31.99,10,15.995,335.895,2019-2-20 15:18:00,319.9,15.995,9.9
291-55-6563,1,3,1,2,5,3,34.42,6,10.326,216.846,2019-3-30 12:45:00,206.52,10.326,7.5
548-48-3156,1,3,1,2,3,1,83.34,2,8.334,175.014,2019-3-19 13:37:00,166.68,8.334,7.6
460-93-5834,1,3,2,1,6,1,45.58,7,15.953,335.013,2019-1-13 10:03:00,319.06,15.953,5.0
325-89-4209,1,3,1,1,3,3,87.9,1,4.395,92.295,2019-5-2 19:42:00,87.9,4.395,6.7
884-80-6021,1,3,1,2,1,3,73.47,10,36.735,771.435,2019-3-23 13:14:00,734.7,36.735,9.5
137-74-8729,3,2,2,2,2,3,12.19,8,4.876,102.396,2019-3-13 12:47:00,97.52,4.876,6.8
880-46-5796,1,3,1,1,6,3,76.92,10,38.46,807.66,2019-3-17 19:53:00,769.2,38.46,5.6
389-70-2397,3,2,2,2,4,1,83.66,5,20.915,439.215,2019-2-21 10:26:00,418.3,20.915,7.2
114-35-5271,2,1,2,2,1,1,57.91,8,23.164,486.444,2019-7-2 15:06:00,463.28,23.164,8.1
607-76-6216,3,2,1,2,2,2,92.49,5,231.225,4855.725,2019-2-3 16:35:00,462.45,231.225,8.6
715-20-1673,2,1,2,1,1,1,28.38,5,7.095,148.995,2019-6-3 20:57:00,141.9,7.095,9.4
811-35-1094,2,1,1,1,1,2,50.45,6,15.135,317.835,2019-6-2 15:16:00,302.7,15.135,8.9
699-88-1972,2,1,2,1,4,2,99.16,8,39.664,832.944,2019-1-28 17:47:00,793.28,39.664,4.2
781-84-8059,3,2,2,1,2,3,60.74,7,21.259,446.439,2019-1-18 16:23:00,425.18,21.259,5.0
409-49-6995,3,2,1,2,3,1,47.27,6,14.181,297.801,2019-5-2 10:17:00,283.62,14.181,8.8
725-54-0677,3,2,1,1,4,1,85.6,7,29.96,629.16,2019-2-3 13:50:00,599.2,29.96,5.3
146-09-5432,1,3,1,1,3,3,35.04,9,15.768,331.128,2019-9-2 19:17:00,315.36,15.768,4.6
377-79-7592,3,2,1,2,1,2,44.84,9,20.178,423.738,2019-1-14 14:00:00,403.56,20.178,7.5
509-10-0516,2,1,2,1,5,3,45.97,4,9.194,193.074,2019-9-2 12:02:00,183.88,9.194,5.1
595-94-9924,1,3,1,2,4,2,27.73,5,69.325,1455.825,2019-3-26 20:21:00,138.65,69.325,4.2
865-41-9075,1,3,2,1,3,1,11.53,7,40.355,847.455,2019-1-28 17:35:00,80.71,40.355,8.1
545-07-8534,3,2,2,2,4,3,58.32,2,5.832,122.472,2019-2-14 12:42:00,116.64,5.832,6.0
118-62-1812,3,2,1,2,5,1,78.38,4,15.676,329.196,2019-3-24 17:56:00,313.52,15.676,7.9
450-42-3339,3,2,2,1,4,2,84.61,10,42.305,888.405,2019-9-2 18:58:00,846.1,42.305,8.8
851-98-3555,2,1,2,2,4,2,82.88,5,20.72,435.12,2019-3-24 14:08:00,414.4,20.72,6.6
186-71-5196,1,3,1,2,3,3,79.54,2,7.954,167.034,2019-3-27 16:30:00,159.08,7.954,6.2
624-01-8356,2,1,2,2,5,2,49.01,10,24.505,514.605,2019-1-27 10:44:00,490.1,24.505,4.2
313-66-9943,2,1,1,2,3,2,29.15,3,43.725,918.225,2019-3-27 20:29:00,87.45,43.725,7.3
151-27-8496,3,2,2,2,1,3,56.13,4,11.226,235.746,2019-1-19 11:43:00,224.52,11.226,8.6
453-33-6436,1,3,2,2,5,1,93.12,8,37.248,782.208,2019-7-2 10:09:00,744.96,37.248,6.8
522-57-8364,1,3,1,1,2,3,51.34,8,20.536,431.256,2019-1-31 10:00:00,410.72,20.536,7.6
459-45-2396,1,3,1,2,3,1,99.6,3,14.94,313.74,2019-2-25 18:45:00,298.8,14.94,5.8
717-96-4189,3,2,2,2,1,1,35.49,6,10.647,223.587,2019-2-2 12:40:00,212.94,10.647,4.1
722-13-2115,3,2,1,1,6,2,42.85,1,21.425,449.925,2019-3-14 15:36:00,42.85,21.425,9.3
749-81-8133,1,3,2,2,2,1,94.67,4,18.934,397.614,2019-11-3 12:04:00,378.68,18.934,6.8
777-67-2495,2,1,2,1,5,3,68.97,3,103.455,2172.555,2019-2-22 11:26:00,206.91,103.455,8.7
636-98-3364,2,1,1,2,1,3,26.26,3,3.939,82.719,2019-2-3 12:36:00,78.78,3.939,6.3
246-55-6923,3,2,1,2,5,2,35.79,9,161.055,3382.155,2019-10-3 15:06:00,322.11,161.055,5.1
181-82-6255,2,1,2,2,5,1,16.37,6,4.911,103.131,2019-8-2 10:58:00,98.22,4.911,7.0
838-02-1821,3,2,1,2,5,2,12.73,2,1.273,26.733,2019-2-22 12:10:00,25.46,1.273,5.2
887-42-0517,3,2,2,2,6,2,83.14,7,29.099,611.079,2019-10-1 10:31:00,581.98,29.099,6.6
457-12-0244,3,2,1,2,6,3,35.22,6,10.566,221.886,2019-3-14 13:49:00,211.32,10.566,6.5
226-34-0034,2,1,2,2,1,3,13.78,4,2.756,57.876,2019-10-1 11:10:00,55.12,2.756,9.0
321-49-7382,2,1,1,1,6,2,88.31,1,44.155,927.255,2019-2-15 17:38:00,88.31,44.155,5.2
397-25-8725,1,3,1,2,4,2,39.62,9,17.829,374.409,2019-1-13 17:54:00,356.58,17.829,6.8
431-66-2305,2,1,2,2,1,2,88.25,9,397.125,8339.625,2019-2-15 20:51:00,794.25,397.125,7.6
825-94-5922,2,1,2,1,6,3,25.31,2,2.531,53.151,2019-2-3 19:26:00,50.62,2.531,7.2
641-62-7288,2,1,2,1,5,3,99.92,6,29.976,629.496,2019-3-24 13:33:00,599.52,29.976,7.1
756-93-1854,3,2,1,2,2,2,83.35,2,8.335,175.035,2019-2-2 14:05:00,166.7,8.335,9.5
243-55-8457,1,3,2,2,3,3,74.44,10,37.22,781.62,2019-2-27 11:40:00,744.4,37.22,5.1
458-10-8612,3,2,2,1,4,3,64.08,7,22.428,470.988,2019-1-20 12:27:00,448.56,22.428,7.6
501-61-1753,2,1,2,2,5,3,63.15,6,18.945,397.845,2019-3-1 20:24:00,378.9,18.945,9.8
235-06-8510,3,2,1,1,5,3,85.72,3,12.858,270.018,2019-1-24 20:59:00,257.16,12.858,5.1
433-08-7822,3,2,2,2,4,3,78.89,7,276.115,5798.415,2019-5-1 19:48:00,552.23,276.115,7.5
361-85-2571,1,3,2,2,6,1,89.48,5,22.37,469.77,2019-3-30 10:18:00,447.4,22.37,7.4
131-70-8179,1,3,1,2,4,1,92.09,3,138.135,2900.835,2019-2-17 16:27:00,276.27,138.135,4.2
500-02-2261,3,2,2,2,3,3,57.29,6,17.187,360.927,2019-3-21 17:04:00,343.74,17.187,5.9
720-72-2436,1,3,2,1,3,3,66.52,4,13.304,279.384,2019-2-3 18:14:00,266.08,13.304,6.9
702-83-5291,3,2,1,1,2,1,99.82,9,44.919,943.299,2019-3-27 10:43:00,898.38,44.919,6.6
809-69-9497,1,3,2,2,5,3,45.68,10,22.84,479.64,2019-1-19 19:30:00,456.8,22.84,5.7
449-16-6770,1,3,2,1,4,2,50.79,5,126.975,2666.475,2019-2-19 14:53:00,253.95,126.975,5.3
333-23-2632,1,3,1,1,4,1,10.08,7,3.528,74.088,2019-3-28 20:14:00,70.56,3.528,4.2
489-82-1237,1,3,2,2,1,2,93.88,7,32.858,690.018,2019-5-1 11:51:00,657.16,32.858,7.3
859-97-6048,3,2,1,1,1,2,84.25,2,8.425,176.925,2019-3-26 14:13:00,168.5,8.425,5.3
676-10-2200,2,1,1,1,2,3,53.78,1,2.689,56.469,2019-3-2 20:13:00,53.78,2.689,4.7
373-88-1424,3,2,1,1,5,3,35.81,5,89.525,1880.025,2019-6-2 18:44:00,179.05,89.525,7.9
365-16-4334,2,1,2,2,3,3,26.43,8,10.572,222.012,2019-2-24 14:26:00,211.44,10.572,8.9
503-21-4385,2,1,1,1,4,3,39.91,3,59.865,1257.165,2019-2-21 12:40:00,119.73,59.865,9.3
305-89-2768,2,1,1,2,5,3,21.9,3,3.285,68.985,2019-9-1 18:43:00,65.7,3.285,4.7
574-80-1489,2,1,1,2,3,3,62.85,4,12.57,263.97,2019-2-25 13:22:00,251.4,12.57,8.7
784-08-0310,3,2,1,2,3,1,21.04,4,4.208,88.368,2019-1-13 13:58:00,84.16,4.208,7.6
